Date,Open,High,Low,Close,Adj Close,Volume 
2014-12-08,207.520004,208.119995,205.929993,206.610001,173.743790,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,173.626022,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,170.842590,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,171.708710,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,168.933670,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,167.773163,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,166.427704,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,169.690536,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,173.886703,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,174.626602,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,175.429916,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,175.666641,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,175.683548,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,176.250137,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,176.486847,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,175.539871,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,173.797943,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,173.704941,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,170.567886,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,168.961288,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,171.066757,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,174.102341,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,172.707169,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,171.354279,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,170.872299,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,169.840714,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,168.284851,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,170.491806,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,170.855362,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,171.717850,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,174.271515,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,173.315979,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,173.721848,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,171.430359,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,169.231873,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,170.796188,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,168.648499,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,170.737000,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,173.206070,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,172.546509,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,174.288361,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,173.806427,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,173.028534,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,174.871826,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,174.973297,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,176.655945,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,177.383133,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,177.662201,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,177.679092,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,177.552277,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,178.617706,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,178.592361,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,179.099625,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,178.947479,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,178.736099,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,178.127289,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,179.251892,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,178.516235,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,177.763657,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,177.958130,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,175.455231,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,176.182495,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,173.324387,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,172.918579,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,175.117004,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,174.043167,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,176.368469,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,175.844238,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,177.958130,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,177.146393,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,178.710083,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,178.361801,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,177.359589,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,174.760605,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,174.344421,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,174.743637,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,176.875443,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,175.329681,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,174.709656,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,175.338135,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,176.518753,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,176.051620,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,176.646194,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,177.427567,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,178.395798,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,177.588943,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,177.928635,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,178.727005,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,178.676102,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,176.620651,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,178.234390,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,178.022079,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,178.896912,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,179.347092,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,179.763184,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,179.015823,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,179.584885,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,178.845932,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,177.053818,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,178.973343,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,179.482956,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,177.427567,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,176.697113,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,177.402054,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,179.737808,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,178.879898,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,178.344833,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,178.378830,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,180.238907,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,180.434235,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,180.994812,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,180.935303,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,180.807938,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,181.334534,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,180.901352,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,178.956421,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,180.655014,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,180.451248,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,179.330063,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,179.695251,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,179.516922,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,179.992554,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,178.472214,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,178.166458,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,177.070786,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,177.045319,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,179.168686,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,179.746277,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,178.370316,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,177.605896,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,178.574142,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,178.862930,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,180.722946,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,179.920700,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,180.842484,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,180.970490,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,179.656113,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,179.109955,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,179.075790,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,175.320480,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,175.687515,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,177.095718,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,176.933533,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,176.430008,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,177.539536,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,174.560928,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,174.876694,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,177.078690,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,179.033127,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,179.809769,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,179.750031,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,181.192413,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,181.346024,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,181.439865,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,180.722931,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,180.398621,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,179.383041,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,177.522507,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,176.489731,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,178.657593,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,179.886566,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,179.929245,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,179.656113,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,179.050186,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,178.700256,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,179.289139,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,177.821152,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,177.479797,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,179.715881,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,178.094299,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,178.307663,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,178.085724,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,178.734344,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,179.732941,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,179.212296,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,177.795593,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,174.082947,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,168.842667,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,161.733185,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,159.829941,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,165.966461,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,170.071640,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,170.080170,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,168.706100,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,163.670547,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,166.777267,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,166.896698,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,164.370438,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,168.501251,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,166.248062,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,167.152740,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,167.912354,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,167.289322,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,169.380325,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,170.848251,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,170.464233,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,167.678589,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,168.545120,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,166.357468,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,166.091476,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,165.490906,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,165.448059,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,161.295776,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,161.390121,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,164.401367,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,164.830353,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,167.292557,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,170.269424,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,169.686081,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,171.075958,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,172.620209,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,172.723114,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,172.886093,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,171.796585,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,170.972946,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,173.598206,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,174.387421,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,174.473236,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,174.250229,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,173.169205,102038000
2015-10-22,202.979996,205.509995,201.850006,205.259995,176.094696,174911700
2015-10-23,207.250000,207.949997,206.300003,207.509995,178.024994,144442300
2015-10-26,207.300003,207.369995,206.559998,207.000000,177.587448,69033000
2015-10-27,206.199997,207.000000,205.789993,206.600006,177.244278,77905800
2015-10-28,207.000000,208.979996,206.210007,208.949997,179.260345,135906700
2015-10-29,208.350006,209.270004,208.210007,208.830002,179.157455,90525500
2015-10-30,209.059998,209.440002,207.740005,207.929993,178.385315,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,180.495789,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,181.019104,95246100
2015-11-04,211.350006,211.500000,209.720001,210.360001,180.470001,96224500
2015-11-05,210.429993,210.979996,209.089996,210.149994,180.289856,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,180.195511,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,178.514008,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,178.925812,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,178.222290,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,175.734406,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,173.761154,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,176.403549,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,176.274872,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,179.071655,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,178.917206,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,179.569244,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,179.363358,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,179.603531,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,179.577805,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,179.783737,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,179.037308,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,180.744583,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,178.900040,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,176.394928,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,179.835205,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,178.745667,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,177.544556,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,176.163330,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,176.617996,116128900
2015-12-11,203.350006,204.139999,201.509995,201.880005,173.194946,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,174.069992,182385200
2015-12-15,204.699997,206.110001,202.869995,205.029999,175.897354,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,178.471100,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,175.751526,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,172.620514,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,174.044479,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,175.623825,111026200
2015-12-23,204.690002,206.070007,204.580002,206.020004,177.798599,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,177.505188,48539600
2015-12-28,204.860001,205.259995,203.940002,205.210007,177.099594,65899900
2015-12-29,206.509995,207.789993,206.470001,207.399994,178.989594,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,177.720917,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,175.943085,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,173.483551,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,173.776932,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,171.584869,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,167.468338,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,165.630051,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,165.794067,187941300
2016-01-12,193.820007,194.550003,191.139999,193.660004,167.131714,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,162.963364,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,165.638702,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,162.083099,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,162.298828,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,160.218964,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,161.116516,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,164.421860,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,161.936340,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,164.145660,141036800
2016-01-27,189.580002,191.559998,187.059998,188.130005,162.359238,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,163.204987,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,167.183517,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,167.123062,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,164.111160,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,165.095016,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,165.353958,139531800
2016-02-05,190.990005,191.669998,187.199997,187.949997,162.203903,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,160.020462,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,160.029114,184513100
2016-02-10,186.410004,188.339996,185.119995,185.270004,159.890976,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,157.811142,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,161.064713,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,163.783218,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,166.458572,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,165.776749,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,165.699127,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,168.098267,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,165.975281,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,166.734711,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,168.754181,110728300
2016-02-26,196.570007,196.679993,194.899994,195.089996,168.365814,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,167.045395,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,170.972122,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,171.740204,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,172.413391,95172200
2016-03-04,200.009995,201.350006,199.029999,200.429993,172.974304,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,173.112427,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,171.222427,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,172.068207,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,172.206223,156838700
2016-03-11,201.259995,202.809998,199.520004,202.759995,174.985153,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,174.760788,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,174.475998,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,175.485733,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,176.599045,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,177.292999,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,177.544571,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,177.449142,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,176.278030,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,176.199966,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,176.304047,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,177.934921,92922900
2016-03-30,206.300003,206.869995,205.589996,206.020004,178.715622,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,178.281921,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,179.496323,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,178.915115,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,177.128159,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,179.062622,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,176.919968,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,177.397049,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,176.980713,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,178.628860,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,180.433212,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,180.441879,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,180.242386,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,181.508865,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,182.081436,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,182.254929,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,181.274673,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,181.274673,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,180.962372,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,181.231323,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,181.604309,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,179.956100,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,178.984482,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,180.407166,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,178.837082,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,177.839508,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,177.804764,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,178.455368,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,178.602875,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,180.823547,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,179.132019,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,179.184067,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,177.622635,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,179.374893,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,177.700699,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,177.752716,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,177.136856,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,178.255905,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,178.013016,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,180.320450,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,181.543594,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,181.595657,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,182.376373,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,182.029373,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,182.402390,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,182.957520,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,182.411057,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,183.339218,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,183.625458,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,184.224060,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,183.972473,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,182.228867,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,180.823547,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,180.467972,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,180.216309,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,180.754196,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,180.081009,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,181.240738,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,181.755249,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,181.458755,95560500
